Buyer,Seller,Transaction_Amount,Date,Time,Security,Price
Kiran,Jaya,812409.09,20-09-2025,23:27:41,AAPL,1817.47
Jaya,Rohit,712514.81,19-06-2025,22:52:48,NFLX,1742.09
Divya,Hannah,58992.57,09-10-2025,16:52:52,META,2809.17
Hannah,Arjun,73739.76,14-07-2025,07:34:07,TCS,485.13
Harish,Charlie,217077.5,29-11-2025,10:57:36,RELIANCE,868.31
Alice,Rohit,114918,11-07-2025,04:55:21,ADANIENT,957.65
Grace,Farhan,297174.18,19-08-2025,13:42:57,AMZN,1869.02
Eve,Divya,653289.14,13-07-2025,23:51:07,MSFT,1824.83
Grace,Jack,719139.6,19-06-2025,03:13:12,MSFT,2663.48
Neha,Jack,264155.58,15-11-2025,05:28:16,TSLA,1128.87
Eve,Charlie,232089.34,02-06-2025,21:05:05,MSFT,511.21
Grace,Alice,872200.81,12-11-2025,08:51:04,RELIANCE,2313.53
David,Ivy,689496.72,02-08-2025,11:23:56,GOOGL,1424.58
Farhan,Lakshmi,969490.08,15-10-2025,08:26:07,ADANIENT,2648.88
Chetan,Gauri,249712.25,30-08-2025,23:19:51,TCS,525.71
Jack,Charlie,290938.45,07-07-2025,19:04:24,INFY,1392.05
Bhavna,Farhan,105268.41,26-06-2025,06:22:20,MSFT,899.73
Arjun,Varun,13874.77,16-11-2025,05:37:19,NFLX,1982.11
Harish,Rohit,168419.52,10-07-2025,00:07:44,NVDA,1559.44
Manoj,Alice,16253.25,04-08-2025,06:49:44,SBIN,1083.55
Gauri,Lakshmi,84132,15-07-2025,02:30:12,TSLA,2337
Alice,Eve,303819.84,16-10-2025,19:32:20,MSFT,1088.96
Jack,Eve,153852.72,03-09-2025,09:00:55,NVDA,377.09
Jack,Lakshmi,423268.04,10-08-2025,19:36:47,ICICIBANK,1915.24
Kiran,Harish,761347.72,25-08-2025,10:56:49,SBIN,1599.47
Hannah,Lakshmi,1080344.16,26-11-2025,17:53:47,ADANIENT,2951.76
Ivy,Hannah,875479.5,12-09-2025,07:06:51,META,1945.51
Alice,Rohit,21812.4,15-07-2025,06:45:48,GOOGL,262.8
Gauri,Manoj,633606.15,27-07-2025,10:27:52,SBIN,2484.73
Sneha,Hannah,470318.09,19-07-2025,18:34:29,NFLX,994.33
Alice,Ivy,257601.6,03-11-2025,14:51:03,MSFT,1922.4
Neha,Gauri,384299.3,04-06-2025,16:26:11,ADANIENT,946.55
Frank,Jaya,659214.74,28-11-2025,04:58:41,TCS,2212.13
Manoj,Chetan,754798.64,17-12-2025,17:33:25,AAPL,2611.76
Kiran,Bob,636833.18,17-08-2025,04:07:53,META,1804.06
Eve,Bob,760739.6,08-08-2025,08:20:12,MSFT,2623.24
Hannah,Gauri,398897.4,07-08-2025,11:15:09,HDFC,1049.73
Farhan,Divya,245666.13,15-06-2025,16:56:00,INFY,583.53
Ivy,Frank,497594.28,08-12-2025,15:06:31,MSFT,1704.09
Jack,Chetan,736472.61,30-12-2025,12:35:06,INFY,1903.03
Lakshmi,Frank,294747.72,14-11-2025,03:46:55,AMZN,2018.82
Kiran,Gauri,101444.69,10-08-2025,13:21:45,SBIN,1284.11
David,Varun,135274.68,31-12-2025,16:53:14,NVDA,1779.93
Lakshmi,Chetan,176042.79,20-11-2025,14:35:40,SBIN,1029.49
Bhavna,Jaya,158810.4,27-10-2025,07:12:35,HDFC,328.8
Eve,Hannah,80551.9,15-06-2025,21:06:04,SBIN,732.29
Gauri,Jaya,240448.5,12-08-2025,13:49:12,NVDA,1484.25
Kiran,Lakshmi,296474.01,08-06-2025,13:56:46,TSLA,2016.83
Harish,Bob,359510.92,09-06-2025,02:52:12,MSFT,1076.38
David,Harish,170315.75,31-07-2025,20:41:43,GOOGL,619.33
Grace,Frank,47142.41,05-10-2025,06:29:45,TCS,143.29
Jaya,Ivy,484471.68,25-10-2025,09:28:06,ADANIENT,1518.72
Gauri,Divya,845032.5,03-10-2025,18:30:04,NVDA,2407.5
Grace,Frank,1328984.64,09-10-2025,22:41:31,RELIANCE,2717.76
Bhavna,Sneha,502260.39,02-06-2025,06:41:24,MSFT,2358.03
Chetan,Jaya,43857.66,16-12-2025,03:19:08,TCS,1044.23
Neha,Jack,181460.64,02-06-2025,08:23:47,NVDA,449.16
Chetan,Lakshmi,920471.53,08-07-2025,03:06:26,AAPL,2699.33
Jaya,Gauri,218294.6,17-09-2025,02:13:06,TSLA,715.72
Hannah,Charlie,784357.26,19-12-2025,06:16:39,TSLA,2993.73
Rohit,Jack,643913.76,13-10-2025,12:03:07,NVDA,1352.76
Eve,Jack,90189.54,19-10-2025,00:44:20,NFLX,207.81
Sneha,Harish,512731.37,02-10-2025,11:50:53,INFY,2832.77
Jaya,Grace,907361.91,11-07-2025,20:00:15,INFY,2645.37
Manoj,Kiran,122365.74,14-06-2025,23:46:03,META,832.42
Hannah,Chetan,480932.44,26-11-2025,18:54:47,ICICIBANK,1835.62
Harish,Divya,848924.16,30-09-2025,16:43:04,TCS,2526.56
Rohit,Varun,131373.6,29-06-2025,04:12:11,SBIN,460.96
Arjun,Rohit,232060.47,09-12-2025,03:28:06,MSFT,1268.09
Gauri,Ivy,248195.55,17-06-2025,01:50:15,AMZN,1210.71
Kiran,Arjun,364105.02,01-08-2025,17:18:38,NFLX,1662.58
David,Alice,78918.84,30-10-2025,22:57:23,GOOGL,1252.68
Rohit,Kiran,815125.71,07-09-2025,15:00:58,TSLA,1973.67
Jaya,Grace,516688.12,28-06-2025,09:06:12,MSFT,1128.14
Bob,Alice,585716.16,23-11-2025,23:47:34,TCS,1591.62
Hannah,Eve,212568.24,25-12-2025,13:43:40,NFLX,857.13
Eve,Divya,549857.7,14-11-2025,07:34:14,AMZN,1949.85
Manoj,Alice,540653.04,26-09-2025,13:19:41,RELIANCE,1766.84
Chetan,Arjun,1067859.52,14-10-2025,11:37:29,NFLX,2566.97
Manoj,Arjun,75095.46,19-10-2025,16:23:47,AMZN,296.82
Jack,Neha,4571.5,16-06-2025,12:37:47,NFLX,914.3
Harish,Bhavna,153099.78,02-07-2025,11:31:07,NVDA,1186.82
Ivy,Kiran,482977.28,19-10-2025,19:03:18,AMZN,1631.68
Sneha,Divya,279536.1,25-06-2025,11:38:13,ICICIBANK,1579.3
Frank,Neha,452866.4,25-08-2025,00:06:49,NFLX,1689.8
Neha,Bob,256092,22-09-2025,05:53:21,ADANIENT,2134.1
Farhan,Rohit,384467.32,24-10-2025,03:02:19,SBIN,1822.12
Eve,Hannah,430058.2,28-09-2025,21:26:46,HDFC,888.55
Arjun,Neha,713185.44,05-08-2025,12:55:26,NFLX,1547.04
Ivy,Varun,367372.5,01-06-2025,10:22:14,AAPL,1677.5
Chetan,Farhan,423018.3,30-11-2025,00:05:17,GOOGL,1226.14
Alice,Kiran,196523.73,13-09-2025,22:35:17,MSFT,2933.19
Rohit,Charlie,820609.68,29-08-2025,07:36:52,HDFC,2772.33
Neha,Jaya,310844.46,18-07-2025,04:10:19,INFY,655.79
Varun,Hannah,695557.72,25-07-2025,12:15:16,MSFT,1778.92
Charlie,Chetan,57713.72,28-10-2025,23:34:20,TCS,241.48
Rohit,Lakshmi,138428.16,17-10-2025,12:46:09,GOOGL,490.88
Eve,Lakshmi,108536.4,08-11-2025,07:26:06,AMZN,743.4
David,Frank,508268.8,19-09-2025,04:15:20,TCS,1221.8
Divya,Harish,576887.85,14-07-2025,00:52:03,ADANIENT,1831.39
Arjun,Eve,19000.8,18-12-2025,16:19:13,NFLX,109.2
Farhan,Charlie,75769.34,01-12-2025,12:01:08,NVDA,2228.51
Divya,David,623068.16,16-12-2025,20:51:30,NFLX,2178.56
Chetan,Alice,178353.6,02-09-2025,05:46:27,ICICIBANK,610.8
Gauri,Divya,482935.1,05-12-2025,15:27:23,NFLX,1305.23
Frank,Divya,384944.1,13-09-2025,02:44:59,ADANIENT,1638.06
Kiran,Farhan,546778.05,27-07-2025,15:20:27,META,1905.15
Farhan,Arjun,183849.18,07-10-2025,09:59:22,AAPL,472.62
Lakshmi,Kiran,16503.5,15-10-2025,22:30:01,GOOGL,1269.5
Bhavna,Lakshmi,53489.92,24-06-2025,12:52:51,NVDA,230.56
David,Sneha,156746.46,01-10-2025,11:01:21,AAPL,2009.57
Harish,Hannah,315959.4,08-11-2025,09:02:24,MSFT,1170.22
David,Jaya,355905.03,22-08-2025,05:38:28,INFY,1610.43
Hannah,Bob,1429101.5,08-12-2025,02:29:59,SBIN,2934.5
Bhavna,Sneha,701864.64,05-12-2025,18:30:53,TSLA,2437.03
Lakshmi,Ivy,158570.16,06-07-2025,11:03:58,RELIANCE,943.87
Bob,Lakshmi,63894.88,27-08-2025,16:20:10,TCS,358.96
Charlie,Bob,228279.04,03-06-2025,23:42:49,MSFT,1783.43
Harish,Manoj,146729.97,19-09-2025,23:05:27,TCS,922.83
Harish,Jaya,705006.48,24-06-2025,00:10:08,INFY,2865.88
Farhan,Sneha,31657.23,15-09-2025,07:07:51,TCS,169.29
Jaya,Varun,77530.4,21-08-2025,00:38:56,AMZN,969.13
Frank,Neha,689834.25,26-12-2025,07:56:01,RELIANCE,2815.65
Chetan,Divya,782622.4,09-11-2025,20:48:17,MSFT,2795.08
Alice,Charlie,1123499.52,24-08-2025,11:04:42,RELIANCE,2618.88
Hannah,Bob,147567.31,17-08-2025,03:46:19,INFY,377.41
Ivy,Rohit,161471.88,26-07-2025,12:42:54,SBIN,708.21
Rohit,Kiran,758303.96,17-06-2025,10:09:16,META,1876.99
Grace,Farhan,753811.92,30-08-2025,04:48:27,INFY,2326.58
Ivy,Rohit,1300417.91,29-12-2025,22:06:55,TCS,2883.41
Ivy,Grace,65457.48,16-11-2025,06:38:56,HDFC,320.87
Arjun,David,659504.95,02-06-2025,03:21:12,INFY,2235.61
Arjun,Rohit,115505.32,11-10-2025,03:26:53,RELIANCE,2457.56
Chetan,Frank,182547.17,16-10-2025,22:07:55,RELIANCE,484.21
David,Eve,162732.6,22-08-2025,06:53:10,NFLX,1808.14
Hannah,Gauri,20160.5,06-07-2025,19:21:19,SBIN,403.21
Jaya,Rohit,1274085.3,10-11-2025,23:25:37,INFY,2626.98
Farhan,Jaya,700562.48,10-08-2025,10:58:23,ADANIENT,2758.12
Arjun,Lakshmi,210847.56,16-06-2025,12:08:42,AAPL,792.66
Grace,Divya,428366.25,26-09-2025,01:23:27,NVDA,1136.25
Eve,Rohit,389172,09-12-2025,19:29:50,ICICIBANK,1722
Sneha,Gauri,372335.7,30-11-2025,10:05:20,SBIN,1991.1
Kiran,Rohit,23423.01,17-11-2025,18:13:49,TCS,410.93
Frank,Hannah,584951.55,06-10-2025,07:13:43,HDFC,1480.89
Neha,Manoj,488244,08-07-2025,05:00:01,GOOGL,1000.5
Jaya,Arjun,214207.5,23-06-2025,17:26:18,AMZN,549.25
Arjun,Kiran,295068.85,16-11-2025,05:09:49,HDFC,1903.67
Charlie,Neha,483012.3,07-08-2025,19:47:32,ADANIENT,1694.78
Grace,Gauri,182608.34,04-09-2025,05:47:22,TCS,1706.62
Farhan,Chetan,171173.93,06-10-2025,03:46:00,INFY,2806.13
Jaya,Divya,457592.28,02-07-2025,23:07:10,SBIN,1837.72
Gauri,Hannah,514454.43,23-09-2025,14:53:22,NVDA,1912.47
Charlie,Rohit,259630.84,10-06-2025,22:02:41,NFLX,568.12
Grace,Varun,357591.37,20-07-2025,07:02:19,NFLX,958.69
Manoj,Lakshmi,212829.4,04-10-2025,08:22:27,SBIN,757.4
David,Harish,191015.96,27-09-2025,15:55:20,ICICIBANK,841.48
Chetan,Rohit,50468.34,13-12-2025,22:55:04,ICICIBANK,189.02
Jaya,Frank,736408.4,23-07-2025,02:49:59,TCS,1618.48
Rohit,Jack,446199.39,31-07-2025,16:59:15,ADANIENT,1634.43
Manoj,Neha,195776.62,26-06-2025,05:51:03,ICICIBANK,452.14
Harish,Neha,599310.6,29-11-2025,19:13:42,HDFC,2853.86
Hannah,Bhavna,85073.3,04-08-2025,21:45:13,NVDA,654.41
Kiran,Bhavna,245633.24,10-06-2025,00:55:46,SBIN,1934.12
Divya,Rohit,245101.47,10-08-2025,18:45:06,NFLX,501.23
Harish,David,178187.33,12-12-2025,02:14:11,ADANIENT,1066.99
Hannah,Charlie,217240.56,19-07-2025,03:40:30,NVDA,778.64
Manoj,Bob,859871.6,01-12-2025,14:51:26,AAPL,2262.82
Sneha,Neha,35682.9,10-08-2025,22:38:33,NVDA,294.9
Eve,Charlie,155366.49,21-09-2025,07:04:23,TSLA,353.91
Manoj,Harish,617286.88,10-10-2025,11:24:29,GOOGL,2844.64
Varun,Alice,83502.15,29-10-2025,18:01:55,META,335.35
Alice,Sneha,210353.78,19-08-2025,17:12:39,TCS,732.94
Bhavna,Farhan,184356.28,16-06-2025,19:53:21,AAPL,2221.16
Charlie,Sneha,267733.06,02-12-2025,19:52:55,NVDA,1169.14
Varun,Jaya,320584.74,09-12-2025,00:09:37,META,1117.02
David,Divya,674765,25-09-2025,01:49:08,TSLA,1927.9
Farhan,Gauri,1008727.92,31-12-2025,06:47:02,AMZN,2050.26
Bhavna,Kiran,418904.64,07-09-2025,17:27:55,TSLA,906.72
Bob,Kiran,647902.64,11-09-2025,14:17:03,TSLA,2408.56
Charlie,Bob,11582.13,18-10-2025,19:37:09,GOOGL,1654.59
Rohit,Bob,618557.6,03-08-2025,12:30:49,SBIN,2632.16
Ivy,David,278593.44,21-09-2025,19:38:58,ICICIBANK,597.84
Frank,Ivy,777284.2,29-06-2025,03:30:09,ADANIENT,2523.65
Grace,Eve,375350.08,02-12-2025,20:37:00,META,1144.36
Rohit,Grace,151383.75,08-10-2025,12:41:10,NVDA,414.75
Jack,Charlie,64923.61,20-07-2025,19:40:21,INFY,2094.31
Manoj,Arjun,209987.57,29-06-2025,04:33:44,GOOGL,950.17
Hannah,David,61996.2,22-10-2025,07:31:55,ICICIBANK,590.44
Harish,Chetan,524779.36,19-09-2025,18:39:57,TCS,1130.99
Bhavna,Hannah,412911.07,27-06-2025,05:49:35,NVDA,2887.49
David,Hannah,206942.28,13-10-2025,13:19:56,ICICIBANK,483.51
Charlie,Lakshmi,921785.84,09-06-2025,21:48:32,NVDA,2679.61
Ivy,Grace,52765.73,01-06-2025,17:54:33,META,190.49
Bhavna,Farhan,845289.6,06-06-2025,18:40:51,AMZN,2212.8
Lakshmi,Arjun,35966.48,30-09-2025,19:15:26,RELIANCE,781.88
Chetan,Bhavna,761157.4,15-07-2025,12:13:56,META,1654.69
Chetan,Bhavna,17308.65,27-11-2025,11:38:32,GOOGL,150.51
Bhavna,Alice,446808.96,23-10-2025,10:23:55,RELIANCE,1642.68
Chetan,Arjun,287639.66,15-07-2025,19:33:56,META,2417.14
Harish,Manoj,555257.18,22-11-2025,08:57:11,GOOGL,2212.18
Grace,Bob,426639.97,18-07-2025,10:12:43,AMZN,1229.51
Alice,Hannah,215101,17-10-2025,03:38:38,NFLX,2151.01
Rohit,Harish,279024.85,12-10-2025,15:34:45,MSFT,832.91
Jaya,Chetan,416449.56,27-09-2025,10:48:22,NFLX,998.68
Eve,Farhan,806251.03,18-11-2025,18:33:51,AAPL,2751.71
Lakshmi,Bob,445063.84,23-11-2025,04:22:02,NFLX,2139.73
Bob,Frank,758620.31,03-06-2025,05:13:33,NFLX,2951.83
Varun,David,406681.56,26-06-2025,13:25:06,MSFT,1255.19
Kiran,Jack,281881.08,11-07-2025,12:35:51,ADANIENT,1204.62
Rohit,Kiran,241627.05,23-10-2025,03:20:58,ICICIBANK,2983.05
Charlie,Lakshmi,1396738.98,09-07-2025,10:57:10,META,2810.34
Farhan,Divya,512491.56,21-11-2025,09:35:17,ICICIBANK,1284.44
Jack,Rohit,198544.92,16-11-2025,18:41:22,AAPL,704.06
Divya,Jaya,62582.2,24-06-2025,20:06:35,AAPL,727.7
Farhan,Chetan,649914.72,07-08-2025,19:48:58,SBIN,1934.27
Ivy,Alice,604775.08,18-09-2025,12:21:49,TCS,1661.47
Farhan,Manoj,542230.74,24-08-2025,01:19:24,NVDA,1469.46
Varun,Jack,475829.2,28-09-2025,10:59:52,NFLX,1544.9
Bhavna,Charlie,297346.68,09-09-2025,01:19:02,NVDA,2753.21
Neha,Harish,515984.04,06-09-2025,06:31:45,TCS,1102.53
Rohit,Gauri,92107.64,26-06-2025,07:10:11,NFLX,868.94
Grace,Neha,8656.74,20-09-2025,09:45:26,TCS,105.57
Farhan,Lakshmi,108269.85,18-08-2025,01:45:10,TSLA,1665.69
Ivy,Kiran,781831.7,13-07-2025,18:43:27,SBIN,2705.3
Eve,Ivy,28150.56,12-11-2025,16:46:00,HDFC,390.98
Divya,Bhavna,66228.15,05-10-2025,08:34:16,ADANIENT,1789.95
Kiran,Sneha,50206.2,01-11-2025,03:05:01,SBIN,152.14
Chetan,Jack,590159,22-10-2025,03:41:12,NVDA,1326.2
Divya,Manoj,677466.75,09-10-2025,00:45:00,ADANIENT,2720.75
Frank,Hannah,395867.2,16-08-2025,13:48:21,NFLX,2474.17
Alice,Varun,411302.78,22-10-2025,04:05:40,SBIN,1886.71
Alice,Harish,5769.9,17-09-2025,10:04:39,TSLA,213.7
Bob,Neha,57601.32,15-06-2025,09:59:20,META,306.39
Sneha,Grace,136466,01-07-2025,04:28:28,AMZN,682.33
Ivy,Bhavna,536565.51,07-06-2025,19:25:04,SBIN,2172.33
Neha,Frank,889211.62,22-09-2025,02:24:32,TCS,1879.94
Alice,David,84029.66,31-10-2025,20:44:07,MSFT,694.46
Grace,Manoj,125533.8,17-11-2025,18:40:03,NFLX,1162.35
Farhan,Harish,1220768.64,19-06-2025,06:42:49,ADANIENT,2564.64
Sneha,Jaya,105930.24,12-09-2025,08:29:32,NFLX,1018.56
Gauri,Eve,273783.79,27-09-2025,21:49:14,ADANIENT,1227.73
Grace,Bob,52374,03-11-2025,21:47:45,GOOGL,361.2
Bhavna,Eve,286990.56,17-09-2025,22:58:05,MSFT,2657.32
Neha,Manoj,202167.9,19-11-2025,13:15:19,TCS,499.18
Grace,Manoj,268231.76,27-12-2025,11:14:47,NFLX,719.12
Arjun,Divya,966345.66,16-08-2025,23:22:20,RELIANCE,2191.26
Ivy,Arjun,38604.2,08-12-2025,17:52:04,TSLA,406.36
Divya,Hannah,306229.44,16-10-2025,19:02:30,INFY,814.44
Rohit,Arjun,428799.8,24-12-2025,01:37:08,NFLX,1499.3
Jaya,Manoj,1094500.33,20-09-2025,02:49:36,TCS,2689.19
Arjun,Bob,35356.8,19-08-2025,06:17:32,HDFC,736.6
Lakshmi,Bhavna,285478.22,10-11-2025,20:51:16,META,2010.41
Alice,Farhan,254898.71,14-09-2025,15:26:02,AAPL,819.61
Chetan,Bob,1360170.27,24-07-2025,14:12:35,TCS,2851.51
Farhan,Eve,50073.87,29-07-2025,05:09:01,META,944.79
Gauri,Arjun,40022,26-11-2025,16:16:35,GOOGL,400.22
Hannah,Harish,605989.8,01-10-2025,14:44:38,ADANIENT,1289.34
Hannah,Alice,468615.35,21-07-2025,17:24:43,NFLX,2308.45
Bhavna,Kiran,815723.58,19-08-2025,18:05:22,NVDA,2044.42
Kiran,Harish,42102.18,26-07-2025,20:23:18,NVDA,1559.34
Farhan,Kiran,704007.36,03-11-2025,03:03:49,META,2095.26
Lakshmi,Hannah,100984.67,25-08-2025,16:01:22,META,2148.61
Hannah,Jaya,394267.5,10-12-2025,05:08:09,META,1752.3
Bhavna,Hannah,16103.26,04-06-2025,15:40:18,MSFT,259.73
Lakshmi,David,50423.14,06-08-2025,02:29:27,AMZN,475.69
Ivy,Jaya,114291,07-10-2025,02:27:33,ADANIENT,1377
Gauri,Lakshmi,740180.28,10-11-2025,14:12:07,RELIANCE,2517.62
Neha,Frank,710812.6,29-11-2025,17:44:41,GOOGL,1772.6
Hannah,Arjun,66865.75,08-11-2025,09:59:30,META,703.85
Jack,Ivy,29837.22,27-10-2025,20:39:56,INFY,523.46
Lakshmi,Ivy,162106.62,20-08-2025,21:04:34,GOOGL,730.21
Varun,Alice,302568.54,20-09-2025,06:15:29,AMZN,838.14
Divya,Alice,85064.1,21-12-2025,03:46:53,ADANIENT,2835.47
Frank,Divya,117608.16,07-08-2025,05:55:07,RELIANCE,1321.44
Varun,Grace,614831.01,10-11-2025,15:59:56,AAPL,1939.53
Jaya,Gauri,710047.58,07-10-2025,12:06:55,SBIN,2382.71
Divya,Bhavna,549378.35,12-07-2025,23:47:23,MSFT,1574.15
Rohit,Sneha,151894,08-09-2025,19:26:59,NFLX,759.47
Alice,Jack,81837,13-08-2025,19:01:17,SBIN,1948.5
Frank,David,351662.52,23-08-2025,05:44:46,ADANIENT,2664.11
Kiran,Chetan,733.48,29-06-2025,01:38:15,AMZN,366.74
Farhan,Arjun,104076.46,03-06-2025,22:12:16,INFY,776.69
Farhan,Jaya,98272.56,16-06-2025,07:54:31,AAPL,712.12
Gauri,Hannah,136717.28,31-12-2025,15:58:19,ICICIBANK,2441.38
Varun,Sneha,393213.75,02-10-2025,13:59:13,NFLX,810.75
Varun,Kiran,138415.92,30-07-2025,07:18:51,TSLA,487.38
Bob,Eve,1119039.2,01-11-2025,04:30:32,ICICIBANK,2696.48
Sneha,Alice,384895.8,18-07-2025,21:58:22,NVDA,1115.64
Neha,Frank,129061.4,07-07-2025,02:26:49,NVDA,992.78
Rohit,Lakshmi,729922.62,26-09-2025,20:44:52,TCS,1829.38
Grace,Frank,114803.2,22-07-2025,16:09:10,TSLA,2870.08
Frank,Bhavna,518579.25,02-08-2025,17:53:29,GOOGL,1261.75
Rohit,Bob,98204.4,04-10-2025,22:20:12,GOOGL,363.72
David,Alice,367555.78,11-06-2025,20:05:27,SBIN,2894.14
Farhan,Hannah,854405.7,08-09-2025,10:07:31,RELIANCE,1986.99
Varun,Charlie,404299.88,06-07-2025,17:55:14,SBIN,2084.02
David,Manoj,49169.98,19-07-2025,20:27:48,TCS,120.22
Alice,Ivy,361623.68,31-07-2025,00:27:51,NFLX,729.08
Grace,Harish,165944.04,08-12-2025,14:45:07,AAPL,1168.62
Rohit,Gauri,44371.6,19-12-2025,23:56:34,RELIANCE,1584.7
Alice,Hannah,680410.66,14-08-2025,20:45:36,INFY,1853.98
Varun,Lakshmi,309382.7,22-12-2025,10:19:16,NVDA,1628.33
Kiran,Gauri,50769.18,06-12-2025,15:33:25,INFY,1208.79
Gauri,Jaya,1104796.4,04-10-2025,12:13:07,GOOGL,2581.3
Kiran,Lakshmi,76246.03,28-06-2025,09:10:38,ADANIENT,218.47
Charlie,Divya,439781.04,18-08-2025,22:14:31,ICICIBANK,2470.68
Rohit,Charlie,599246.45,24-06-2025,05:59:59,NFLX,1472.35
Bhavna,David,167709.9,10-10-2025,09:25:02,TCS,755.45
Charlie,Kiran,72140,17-11-2025,01:56:45,AMZN,2885.6
Farhan,Chetan,417301.14,08-07-2025,18:03:54,META,865.77
Alice,Varun,420233.14,24-12-2025,05:29:34,AAPL,1511.63
Sneha,Neha,341126.24,19-07-2025,16:12:29,ADANIENT,937.16
Jack,Alice,398582.85,29-12-2025,18:40:38,SBIN,1563.07
Manoj,Jaya,174139.16,28-12-2025,08:53:14,ADANIENT,393.98
Varun,Lakshmi,635150.4,22-11-2025,20:41:31,INFY,1323.23
Sneha,Alice,1010251.76,19-07-2025,05:36:27,TSLA,2163.28
Rohit,Ivy,56197.65,18-07-2025,16:27:58,SBIN,387.57
Kiran,Hannah,1306855.06,04-11-2025,03:16:18,TCS,2804.41
Bob,Lakshmi,151120.66,28-06-2025,14:43:38,META,2128.46
Neha,Farhan,872456.64,22-07-2025,05:45:59,SBIN,2478.57
David,Chetan,291199.4,24-06-2025,18:51:52,META,1025.35
Lakshmi,Rohit,59739.12,31-08-2025,17:09:33,MSFT,355.59
David,Lakshmi,195494.88,05-11-2025,18:56:15,HDFC,581.83
Jack,Harish,784628.88,23-09-2025,12:09:48,ICICIBANK,2370.48
Charlie,Rohit,47161.26,04-11-2025,23:39:07,GOOGL,2620.07
Eve,David,40966.24,15-08-2025,10:01:04,META,1463.08
Gauri,Grace,617627.34,22-07-2025,22:06:57,GOOGL,1985.94
Jaya,David,379945.28,08-11-2025,20:53:08,HDFC,1052.48
Varun,Sneha,551793.67,12-11-2025,20:53:33,HDFC,1316.93
Frank,Jaya,319955.6,18-06-2025,06:05:35,TSLA,1373.2
Manoj,Lakshmi,85263.3,25-07-2025,19:59:44,META,205.95
Farhan,Jaya,443879.02,22-11-2025,15:05:24,HDFC,2673.97
Arjun,Manoj,260071.34,29-11-2025,07:14:55,AMZN,918.98
Alice,Varun,34735.04,21-06-2025,05:37:12,MSFT,176.32
Sneha,Rohit,253915.39,23-10-2025,08:30:34,NFLX,1118.57
Arjun,Frank,153260.8,29-07-2025,22:45:26,TCS,696.64
Eve,Farhan,119894.49,17-12-2025,01:24:34,ADANIENT,596.49
Lakshmi,Frank,961980.6,29-10-2025,22:31:53,ADANIENT,2118.9
Farhan,Neha,434041.17,20-09-2025,05:34:53,TSLA,2452.21
Farhan,Jaya,133300.6,01-07-2025,12:10:03,NVDA,1245.8
Jaya,Jack,109783.8,09-07-2025,15:34:47,META,1219.82
Hannah,Lakshmi,677290.2,18-11-2025,12:24:46,AAPL,1732.2
Frank,Harish,507489.84,08-06-2025,21:02:58,AMZN,1818.96
Farhan,Bob,44328.96,13-11-2025,08:57:35,NVDA,346.32
Divya,Frank,125268.93,03-12-2025,04:37:24,ICICIBANK,1546.53
Chetan,Divya,395753.75,28-07-2025,06:52:41,NFLX,2261.45
Harish,Lakshmi,56976.22,06-12-2025,23:46:26,TCS,1212.26
Varun,Jack,160277,07-12-2025,02:21:12,RELIANCE,2465.8
Kiran,Farhan,110449.2,29-07-2025,05:29:54,ADANIENT,2761.23
Kiran,Bob,516833.31,03-06-2025,21:06:14,NFLX,2571.31
Kiran,Charlie,105458.15,05-08-2025,21:28:04,ADANIENT,2572.15
Hannah,Varun,141761.88,31-12-2025,20:45:40,NFLX,1312.61
Chetan,Harish,30756.31,01-10-2025,06:08:25,ICICIBANK,2365.87
Jaya,Rohit,545285.78,04-11-2025,07:51:04,META,2402.14
Bhavna,Harish,970777.26,30-10-2025,05:41:34,TSLA,2838.53
Jaya,Bhavna,167620,06-08-2025,17:27:09,MSFT,838.1
Sneha,Grace,354966.36,30-11-2025,07:17:34,NVDA,2204.76
Arjun,Charlie,760031.58,14-09-2025,00:39:30,TSLA,2032.17
Alice,Neha,1308946.8,19-06-2025,14:49:18,TSLA,2671.32
Harish,Divya,506488.32,12-10-2025,11:58:00,NFLX,1896.96
Grace,Ivy,995145.6,30-10-2025,23:40:33,TSLA,2073.22
Charlie,Neha,655594.89,08-11-2025,14:08:36,AMZN,1572.17
Eve,Alice,56649,25-10-2025,21:42:25,AMZN,1132.98
Bob,Farhan,456469.92,19-11-2025,08:03:00,SBIN,1076.58
Grace,Rohit,341767.65,23-10-2025,09:09:44,RELIANCE,1394.97
Bhavna,Harish,613332.31,08-11-2025,01:49:25,HDFC,1499.59
Eve,Grace,108237.18,28-06-2025,07:24:03,SBIN,295.73
Harish,Gauri,43350.88,27-10-2025,00:16:51,ADANIENT,2709.43
Arjun,David,918355.9,22-06-2025,02:31:47,TCS,2385.34
Kiran,Manoj,291741.54,12-11-2025,11:07:13,NVDA,1049.43
Bob,Ivy,96241.74,29-09-2025,03:35:22,AMZN,439.46
Frank,Farhan,312900.04,06-06-2025,03:51:59,GOOGL,1884.94
Rohit,Chetan,1039445.55,27-12-2025,09:32:03,TCS,2389.53
Alice,Kiran,446486.25,31-08-2025,14:00:00,ICICIBANK,1223.25
Sneha,Jaya,28582.4,06-12-2025,18:50:51,TCS,446.6
Rohit,Charlie,31345.55,27-10-2025,02:39:56,TSLA,111.55
Bhavna,Bob,4179.51,30-10-2025,20:17:42,INFY,1393.17
